"","x"
"2009-03-19",-1298717.5
"2009-03-20",-453900
"2009-03-23",-603813.568174033
"2009-03-25",-603060
"2009-04-01",-325000
"2009-04-02",2651621.01387266
"2009-04-03",-1149084.1903447
"2009-04-20",-242872.5
"2009-04-28",270320.000000001
"2009-05-01",-273760
"2009-05-07",2312400
"2009-05-26",1021244.99999998
"2009-06-04",6970829.78493675
"2009-06-05",6180050.79386991
"2009-06-08",-435435
"2009-06-15",-615310
"2009-06-19",329585.422464001
"2009-06-22",-1647865.6810981
"2009-06-23",-160697.425892363
"2009-06-30",25754.9999999992
"2009-07-02",-245631.999999997
"2009-07-03",197080
"2009-07-07",-1162633.04811219
"2009-07-08",-778905.022318373
"2009-07-13",596147.042739384
"2009-07-23",-512857.5
"2009-08-03",-849035
"2009-08-06",-717740.159869197
"2009-08-07",-1646292.29128956
"2009-08-10",-658665.000000001
"2009-08-11",-501900.000000002
"2009-08-17",-631199.999999999
"2009-09-01",-693031.000000001
"2009-09-02",219392.126163844
"2009-09-03",-696480
"2009-09-10",687690.000000001
"2009-09-11",-1267840
"2009-09-15",-461820
"2009-09-24",-1406070
"2009-09-29",-225461.006200021
"2009-10-02",-374533.134836118
"2009-10-09",-303520.101344583
"2009-10-12",326860
"2009-10-15",324878.125
"2009-10-16",-713121.578867391
"2009-10-21",-588969.322451935
"2009-10-23",-125523.754339223
"2009-10-26",-12900.0000000003
"2009-10-28",4970228.84909537
"2009-10-29",-228219.369005563
"2009-11-12",239360
"2009-11-20",-91199.9999999987
"2009-11-25",-493117.437286378
"2009-11-27",-487678.509374861
"2009-11-30",-467540
"2009-12-03",-579744.159798196
"2009-12-04",1037736.99999995
"2009-12-07",481605.000000002
"2009-12-08",2019380
"2009-12-09",-851900
"2009-12-10",-342240
"2009-12-17",-661500
"2009-12-22",3130329.375
"2009-12-28",-696020.890402791
"2009-12-30",623631.461459409
"2010-01-13",-786240
"2010-01-19",-352840
"2010-01-20",-1006933.6
"2010-01-21",-1098406.06661439
"2010-01-22",-185510.679316522
"2010-01-25",1748300.76758052
"2010-01-27",1701720
"2010-02-05",-374824.730235435
"2010-02-18",-571380
"2010-02-19",-634480
"2010-02-24",-636455.999999999
"2010-02-25",-669198.030691668
"2010-03-01",-653639.09921318
"2010-03-05",-448240
"2010-03-12",240572.500000003
"2010-03-17",1360215
"2010-03-24",-377024.999999999
"2010-03-31",-668227.5
"2010-04-06",720000
"2010-04-09",76949.999999999
"2010-04-15",354907.5
"2010-04-16",-65968.9773716174
"2010-04-19",-38879.9999999989
"2010-04-27",1073765.49205599
"2010-04-28",523626.060161804
"2010-05-04",285211.349965929
"2010-05-05",-1463065.8
"2010-05-06",-1318855
"2010-05-07",451988.674492263
"2010-05-11",-382030
"2010-05-19",-1442975
"2010-05-21",301540
"2010-05-27",-1311423.75
"2010-06-01",194784.999999999
"2010-06-03",-3639.99999999999
"2010-06-09",1010970
"2010-06-10",-803879.999999999
"2010-06-14",765599.999999999
"2010-06-15",1056652.5
"2010-06-16",-29920
"2010-06-18",1363468.62556718
"2010-06-30",-7810.00000000026
"2010-07-07",-649980
"2010-07-08",-762272.631986762
"2010-07-09",2413995.20056122
"2010-07-13",-611236.844014935
"2010-07-16",-444399.999999999
"2010-07-23",-1038215
"2010-08-06",1211100
"2010-08-12",-775942.500000002
"2010-08-23",-534978.811497704
"2010-08-24",88635
"2010-08-25",-715129.999999947
"2010-09-03",7239965.52375793
"2010-09-09",-693493.708131303
"2010-09-10",2801759.34753941
"2010-09-13",-635987.399999999
"2010-09-14",-72200
"2010-09-15",340679.296750134
"2010-09-16",-774711.136212343
"2010-09-23",1245985
"2010-09-30",-672100.000000001
"2010-10-01",426500
"2010-10-19",3507157.5
"2010-10-21",808010
"2010-10-26",-287566.25
"2010-10-27",-646002.212054085
"2010-10-29",1117402.99139055
"2010-11-01",1618400
"2010-11-08",-227075.000000071
"2010-11-10",-86715
"2010-11-11",1151704.375
"2010-11-12",9768827.5
"2010-11-15",-258603.187642685
"2010-11-16",568468.000000004
"2010-11-17",-1061022.8
"2010-11-19",-61380
"2010-11-22",117500
"2010-11-23",374864.148315052
"2010-12-03",-391065
"2010-12-07",-272205.853738219
"2010-12-14",-400631.851667217
"2010-12-28",-719695.130386361
"2010-12-29",-416770
"2010-12-31",829600
"2011-01-05",-1248440
"2011-01-06",-983425
"2011-01-11",59286.0000000003
"2011-01-12",204605.721338995
"2011-01-13",-1042340
"2011-01-14",-350910
"2011-01-20",-681240
"2011-01-25",-474699.999999995
"2011-01-28",-73079.9999999991
"2011-02-02",-1504312.12746642
"2011-02-15",-75395.0000000003
"2011-02-18",20805
"2011-02-22",460302.5
"2011-02-23",1069260
"2011-02-24",2645266.18414588
"2011-02-25",-1090459.10393828
"2011-02-28",-731877.5
"2011-03-03",348449.999999828
"2011-03-10",102529.13405418
"2011-03-11",-1084102.51037025
"2011-03-14",-462155.401882573
"2011-03-15",238500.805770766
"2011-03-16",-198178.794550893
"2011-03-18",-209345
"2011-03-23",-1112155.00000004
"2011-03-24",-646659.999999998
"2011-03-25",367799.999999996
"2011-03-30",-649038.799344592
"2011-04-18",-673787.564170366
"2011-04-26",3097440
"2011-05-02",-1598745
"2011-05-03",-117461.249999996
"2011-05-04",1498270
"2011-05-05",1643594.89999999
"2011-05-06",790685
"2011-05-09",-1220350.40013676
"2011-05-12",-698740
"2011-05-23",-1088708.30779584
"2011-06-02",-399519.999999998
"2011-06-10",-620780.679448469
"2011-06-15",-230212.499999994
"2011-06-16",-1132342.5
"2011-06-24",472679.999999979
"2011-06-28",1167953.125
"2011-06-29",-613977.959119073
"2011-06-30",-295739.500211231
"2011-07-01",157228.5
"2011-07-04",-509473.273876925
"2011-07-05",-776770.000000001
"2011-07-08",-620550
"2011-07-13",-1034445
"2011-07-21",-46931.9877970249
"2011-07-27",-340373.748786451
"2011-07-28",-688860
"2011-08-02",-615670
"2011-08-03",-874200.000000002
"2011-08-04",-596835
"2011-08-10",3113002.5
"2011-08-15",2015218.84102764
"2011-08-17",-435715
"2011-08-19",2688311.40485756
"2011-08-22",-875220.000000026
"2011-08-24",2866502.79294135
"2011-08-25",58657.5
"2011-08-29",-463550
"2011-08-30",-657160.000000001
"2011-08-31",-453870
"2011-09-07",-531080
"2011-09-13",78879.999999998
"2011-09-16",-688530.000000007
"2011-09-19",-452480.000000001
"2011-09-27",2904635
"2011-09-30",1253947.5
"2011-10-06",-457570.700149541
"2011-10-10",2119779.79970382
"2011-10-11",181036.71343222
"2011-10-12",1484024.2667866
"2011-10-13",-492038.2
"2011-10-14",-1995880
"2011-10-19",400610.795594989
"2011-10-25",-167660
"2011-10-27",-1189079.6709913
"2011-10-31",-841090
"2011-11-18",-305730
"2011-11-25",-721155.659770952
"2011-11-29",602790
"2011-11-30",-723106.708559149
"2011-12-02",-443358.706510647
"2011-12-20",-228510.000000001
"2011-12-22",-275585
"2011-12-23",-335964.375
"2011-12-27",-404065
"2011-12-29",-92999.9999999997
"2012-01-03",-279130
"2012-01-09",-538637.469739928
"2012-01-10",-145590
"2012-01-11",109229.999999999
"2012-01-12",-366080
"2012-01-19",-575120.000000002
"2012-01-20",-1206680
"2012-01-25",1733490
"2012-02-09",-266925.885958835
"2012-02-13",-613587.5
"2012-02-14",-667380
"2012-03-06",720195.74840503
"2012-03-14",-916160.472025338
"2012-03-15",1899179.90030527
"2012-03-16",-254433.916854854
"2012-03-21",-484802
"2012-03-22",-1086487.15056898
"2012-03-27",-470095
"2012-03-29",127108.435379927
"2012-04-04",648129.757393918
"2012-04-05",-89289.3106879855
"2012-04-09",-256697.999999998
"2012-04-10",1594997.5
"2012-04-13",442985
"2012-04-18",-49820
"2012-04-27",-751200
"2012-05-01",551000
"2012-05-08",1411740
"2012-05-11",-884468.75
"2012-05-14",-344852.226277585
"2012-05-16",-756510
"2012-05-18",-756782.5
"2012-05-23",-811059.653765472
"2012-06-01",-142350
"2012-06-06",-438281.250000005
"2012-06-07",-353673.137826924
"2012-06-11",-350426.165207332
"2012-06-12",671675.070166578
"2012-06-13",-241336.115011585
"2012-06-14",-1012050
"2012-06-19",-1293385.11334934
"2012-06-20",-1813105.67897082
"2012-06-29",188632.532874963
"2012-07-03",-913790.000000001
"2012-07-24",3126595
"2012-07-26",7649.99999999672
"2012-07-27",-42821.25
"2012-08-07",-789373.981475853
"2012-08-09",-667554.375
"2012-08-10",-265980
"2012-08-17",-472730.000000001
"2012-08-21",1020081.29085869
"2012-08-27",-673399.999999994
"2012-08-28",-91434.0000000015
"2012-08-30",-159622.404656411
"2012-09-07",-405395.295567516
"2012-09-11",227445
"2012-09-17",-477785
"2012-09-18",-1141925
"2012-09-19",-1592446.2
"2012-09-20",-587730
"2012-09-25",-818070.000000003
"2012-09-26",-344444.991714961
"2012-10-03",-272211.250000006
"2012-10-08",-392160.000000001
"2012-10-09",-915220.181216059
"2012-10-19",-511139.999999999
"2012-10-22",-637606
"2012-10-23",-1288897.50000001
"2012-11-01",-713090.701374994
"2012-11-02",-1058730
"2012-11-09",525886.347342114
"2012-11-12",-629538.75
"2012-11-14",-12990.9907722473
"2012-11-15",-393111.888223844
"2012-11-21",-484472.149797763
"2012-11-27",-552640
"2012-11-29",-216000
"2012-12-03",-293967.118626852
"2012-12-13",403792.499999915
"2012-12-21",806192.268448809
"2012-12-31",352906.459107387
"2013-01-03",-1190274.59890365
"2013-01-09",-476250
"2013-01-10",-613760
"2013-01-11",34825
"2013-01-14",-85330
"2013-01-15",933980
"2013-01-16",-698610
"2013-01-17",1271946
"2013-01-18",-720460.000000001
"2013-01-24",-935249.999999987
"2013-01-31",558674.999999999
"2013-02-04",506437.007433788
"2013-02-06",207657.132967714
"2013-02-08",-415249.691816533
"2013-02-11",-526987.500000002
"2013-02-20",-656270.000000001
"2013-02-25",-1801476.875
"2013-02-26",-407685.117889748
"2013-03-01",318095.000000001
"2013-03-14",426952.5
"2013-03-21",1976700
"2013-03-25",-508874.778978818
"2013-03-27",-7449.99999999947
"2013-04-01",-1529385
"2013-04-02",-667854
"2013-04-03",201120
"2013-04-04",-630720
"2013-04-05",-354.309710756002
"2013-04-08",-727515
"2013-04-09",474719.999999999
"2013-04-18",257879.999999999
"2013-04-25",1512360
"2013-04-29",-511995
"2013-05-02",-327450
"2013-05-06",-517601.599999998
"2013-05-09",-201640.000000001
"2013-05-10",-1823613.113922
"2013-05-17",-302272.5
"2013-05-20",-769920
"2013-05-24",5526046.52452469
"2013-05-28",-1151858.34404512
"2013-05-29",-757147.961629622
"2013-05-31",919497.640126604
"2013-06-03",-269180
"2013-06-05",379733.483457564
"2013-06-06",4938194.1081211
"2013-06-18",-467118.861147119
"2013-06-20",129800
"2013-06-26",-1026268.75900054
"2013-06-28",-757575
"2013-07-01",1928550
"2013-07-08",-339000
"2013-07-09",-710393.794121813
"2013-07-15",-345780
"2013-07-22",-309420
"2013-07-23",-955979.999999999
"2013-07-24",-217230
"2013-08-19",-261765.000000001
"2013-08-26",-131347.5
"2013-08-27",-347310
"2013-08-29",-196000
"2013-08-30",-284982.293908598
"2013-09-05",-1209215
"2013-09-10",1307380
"2013-09-16",-1976198.90975
"2013-09-17",541940
"2013-09-18",-1212217.49862433
"2013-09-24",-421859.938699
"2013-09-25",-220170.67439174
"2013-09-26",263317.5
"2013-09-30",-229770.000000001
"2013-10-07",-374604
"2013-10-15",-709842.5
"2013-11-12",358124.999999999
"2013-11-18",-655520.000000001
"2013-11-21",-636436.4
"2013-11-25",-258750
"2013-12-03",-123799.209704921
"2013-12-04",-362970
"2013-12-05",-683627.879026911
"2013-12-10",-367740.000000002
"2013-12-12",66015
"2013-12-20",-430502.441347085
"2014-01-02",-821924.999999999
"2014-01-03",-417012
"2014-01-09",-781890
"2014-01-12",-330942.668853029
"2014-01-13",257950
"2014-01-22",-542519.999999999
"2014-01-23",-40845.5959630016
"2014-01-24",-462751.961354311
"2014-01-27",-612391.941962709
"2014-02-03",649867.499999998
"2014-02-04",581175
"2014-02-10",2452065
"2014-03-05",-495520
"2014-03-07",24940
"2014-03-12",-754244.4
"2014-03-13",-656521.376712378
"2014-03-19",-1065408.75
"2014-03-24",-612850
"2014-03-25",-620310
"2014-05-02",-33728
"2014-05-06",-719178.480990021
"2014-05-15",-922012.5
"2014-05-28",91449.9999999992
"2014-05-29",-395715.098209975
"2014-06-09",-36431.2199999994
"2014-06-10",-316667.522830313
"2014-06-12",-1094980.2
"2014-06-13",-868129.504535251
"2014-06-19",-1875369
"2014-07-09",-27299.9999999962
"2014-07-10",-730548.467441015
"2014-07-14",-435203.629975025
"2014-07-22",-988381.207885738
"2014-07-29",-270243.750000003
"2014-08-05",-393959.999999998
"2014-08-06",109060
"2014-08-13",-512160.604479377
"2014-08-18",-488398.574579107
"2014-08-21",-544215
"2014-08-28",-1801639.8257017
"2014-09-05",-406190.000000001
"2014-09-09",-51830.000000001
"2014-09-10",-1238686.15000002
"2014-09-11",-262347.472375631
"2014-09-12",3675573.18801871
"2014-09-18",-570244.760601956
"2014-10-08",1704250
"2014-10-14",-486364.348936556
"2014-10-15",-227040.000000002
"2014-10-16",854250
"2014-10-23",456411.113453964
"2014-10-25",-791401.050453215
"2014-10-28",6988.75792443775
"2014-10-29",8711.37000000122
"2014-10-31",-1667116.77838814
"2014-11-03",-205924.999999998
"2014-11-18",195950.33447261
"2014-11-19",-728462.5
"2014-11-20",1106250
"2014-11-24",-567113
"2014-12-01",-529199.999999999
"2014-12-09",409460
"2014-12-18",-737694.163887334
"2014-12-30",-218420
"2014-12-31",425484.990201895
"2015-01-13",-457140
"2015-01-15",1447039.99999999
"2015-01-26",7621675.09040848
"2015-01-29",-509350
"2015-01-30",-61290.8031607227
"2015-02-03",5829276.00000001
"2015-02-06",790233.987204076
"2015-02-10",188275
"2015-02-12",1244880
"2015-02-17",5032290
"2015-03-16",-570960.000000001
"2015-03-20",-737782.5
"2015-03-23",1610322.14716379
"2015-03-30",-559300
"2015-03-31",-73362.3829853041
"2015-04-01",108854.999999998
"2015-04-07",-453620
"2015-04-16",-474600
"2015-04-17",1332047.41242407
"2015-04-22",451786.789191246
"2015-04-24",-446891.250000002
"2015-04-29",2482942.86953404
"2015-04-30",800196.869039583
"2015-05-01",-471557.5
"2015-05-04",1145340
"2015-05-14",-574070
"2015-05-19",1021062
"2015-06-03",-697201.746512112
"2015-06-04",-481457.6
"2015-06-05",1083469.375
"2015-06-09",-778072.18214705
"2015-06-11",-1157919.47733763
"2015-06-17",-123715
"2015-06-24",1853610
"2015-06-25",3750
"2015-07-07",-1775232.25549022
"2015-07-13",-862148.394745046
"2015-07-14",-469116.955561613
"2015-08-11",-818076.543482301
"2015-08-19",915844.999999999
"2015-08-20",270600.000000001
"2015-08-21",-548666.644400153
"2015-08-28",499015.199999999
"2015-08-31",1842800
"2015-09-11",-863532
"2015-09-15",-456365
"2015-10-05",81885.0000000001
"2015-10-06",-52616.024770818
"2015-10-08",-713115
"2015-10-09",-409145
"2015-10-13",478290.000000001
"2015-10-15",129710
"2015-10-21",-53918.5936689357
"2015-10-22",-947252.383696921
"2015-10-29",-1501162.45681431
"2015-11-02",-354202.275616261
"2015-11-06",-241128.158297543
"2015-12-02",-339675
"2015-12-03",-2602764.63422131
"2015-12-28",2070160
"2015-12-29",-607230.000000001
"2016-01-07",-1384410
"2016-01-11",-491152.5
"2016-01-22",-122017.5
"2016-01-28",1691619
"2016-01-29",-1021679.69404822
"2016-02-04",-94340.0000000002
"2016-02-10",-145500
"2016-02-17",-597162.65779212
"2016-03-01",-339919.373601664
"2016-03-02",-635486.25
"2016-03-04",1379230
"2016-03-10",-1888640.66835819
"2016-03-11",207443.609689459
"2016-03-24",-562117.5
"2016-03-29",-17250.6942719966
"2016-04-05",-387163
"2016-04-06",386372.974256597
"2016-04-07",106400
"2016-04-13",-1005360
"2016-04-19",-52057.5
"2016-04-20",518571.670225537
"2016-04-26",-583130.292236816
"2016-05-04",-442120.461209752
"2016-05-18",-821246.25
"2016-05-19",-183359.999999999
"2016-05-23",-607452
"2016-05-24",-401799.999999998
"2016-06-08",-794155.000000048
"2016-06-15",-678555
"2016-06-16",109290.999999999
"2016-06-21",-207690
"2016-06-22",-167664.27930445
"2016-07-07",2802865
"2016-07-11",33900.0000000013
"2016-07-12",1001345.71951067
"2016-07-15",96017.5
"2016-07-20",-107625
"2016-07-22",-593569.081358341
"2016-08-15",-424079.999999999
"2016-08-22",597020.000000001
"2016-08-25",1539477.79415643
"2016-08-31",256999.999999999
"2016-09-06",-498449.843244634
"2016-09-12",1263071.58451579
"2016-09-16",-536966.789670569
"2016-09-20",-166110
"2016-10-05",-622299.894707725
"2016-10-06",89640
"2016-10-07",-531339.142227179
"2016-10-14",427440
"2016-10-25",-349319.999999999
"2016-10-26",-1259338.61011511
"2016-11-01",-564720.000000001
"2016-11-04",-442066.470149161
"2016-11-09",137759.753602054
"2016-11-25",-1480740
"2016-12-20",-638040
"2016-12-27",-536012.627470486
"2016-12-30",5839061.55863227
