,cum_pnl,max_pnl,drawdown
5/3/2011,317491232.3,325885601.5,8394369.194
5/4/2011,318989502.3,325885601.5,6896099.194
5/5/2011,320633097.2,325885601.5,5252504.294
5/6/2011,321423782.2,325885601.5,4461819.294
5/9/2011,320203431.8,325885601.5,5682169.694
5/12/2011,319504691.8,325885601.5,6380909.694
5/23/2011,318415983.5,325885601.5,7469618.002
6/2/2011,318016463.5,325885601.5,7869138.002
6/10/2011,317395682.8,325885601.5,8489918.681
6/15/2011,317165470.3,325885601.5,8720131.181
6/16/2011,316033127.8,325885601.5,9852473.681
6/24/2011,316505807.8,325885601.5,9379793.681
6/28/2011,317673761,325885601.5,8211840.556
6/29/2011,317059783,325885601.5,8825818.515
6/30/2011,316764043.5,325885601.5,9121558.016
7/1/2011,316921272,325885601.5,8964329.516
7/4/2011,316411798.7,325885601.5,9473802.789
7/5/2011,315635028.7,325885601.5,10250572.79
7/8/2011,315014478.7,325885601.5,10871122.79
7/13/2011,313980033.7,325885601.5,11905567.79
7/21/2011,313933101.7,325885601.5,11952499.78
7/27/2011,313592728,325885601.5,12292873.53
7/28/2011,312903868,325885601.5,12981733.53
8/2/2011,312288198,325885601.5,13597403.53
8/3/2011,311413998,325885601.5,14471603.53
8/4/2011,310817163,325885601.5,15068438.53
8/10/2011,313930165.5,325885601.5,11955436.03
8/15/2011,315945384.3,325885601.5,9940217.185
8/17/2011,315509669.3,325885601.5,10375932.19
8/19/2011,318197980.7,325885601.5,7687620.78
8/22/2011,317322760.7,325885601.5,8562840.78
8/24/2011,320189263.5,325885601.5,5696337.987
8/25/2011,320247921,325885601.5,5637680.487
8/29/2011,319784371,325885601.5,6101230.487
8/30/2011,319127211,325885601.5,6758390.487
8/31/2011,318673341,325885601.5,7212260.487
9/7/2011,318142261,325885601.5,7743340.487
9/13/2011,318221141,325885601.5,7664460.487
9/16/2011,317532611,325885601.5,8352990.487
9/19/2011,317080131,325885601.5,8805470.487
9/27/2011,319984766,325885601.5,5900835.487
9/30/2011,321238713.5,325885601.5,4646887.987
10/6/2011,320781142.8,325885601.5,5104458.687
10/10/2011,322900922.6,325885601.5,2984678.888
10/11/2011,323081959.3,325885601.5,2803642.174
10/12/2011,324565983.6,325885601.5,1319617.907
10/13/2011,324073945.4,325885601.5,1811656.107
10/14/2011,322078065.4,325885601.5,3807536.107
10/19/2011,322478676.2,325885601.5,3406925.312
10/25/2011,322311016.2,325885601.5,3574585.312
10/27/2011,321121936.5,325885601.5,4763664.983
10/31/2011,320280846.5,325885601.5,5604754.983
11/18/2011,319975116.5,325885601.5,5910484.983
11/25/2011,319253960.9,325885601.5,6631640.643
11/29/2011,319856750.9,325885601.5,6028850.643
11/30/2011,319133644.2,325885601.5,6751957.351
12/2/2011,318690285.5,325885601.5,7195316.058
12/20/2011,318461775.5,325885601.5,7423826.058
12/22/2011,318186190.5,325885601.5,7699411.058
12/23/2011,317850226.1,325885601.5,8035375.433
12/27/2011,317446161.1,325885601.5,8439440.433
12/29/2011,317353161.1,325885601.5,8532440.433
1/3/2012,317074031.1,325885601.5,8811570.433
1/9/2012,316535393.6,325885601.5,9350207.902
1/10/2012,316389803.6,325885601.5,9495797.902
1/11/2012,316499033.6,325885601.5,9386567.902
1/12/2012,316132953.6,325885601.5,9752647.902
1/19/2012,315557833.6,325885601.5,10327767.9
1/20/2012,314351153.6,325885601.5,11534447.9
1/25/2012,316084643.6,325885601.5,9800957.902
2/9/2012,315817717.7,325885601.5,10067883.79
2/13/2012,315204130.2,325885601.5,10681471.29
2/14/2012,314536750.2,325885601.5,11348851.29
3/6/2012,315256946,325885601.5,10628655.54
3/14/2012,314340785.5,325885601.5,11544816.01
3/15/2012,316239965.4,325885601.5,9645636.112
3/16/2012,315985531.5,325885601.5,9900070.029
3/21/2012,315500729.5,325885601.5,10384872.03
3/22/2012,314414242.3,325885601.5,11471359.18
3/27/2012,313944147.3,325885601.5,11941454.18
3/29/2012,314071255.8,325885601.5,11814345.74
4/4/2012,314719385.5,325885601.5,11166215.99
4/5/2012,314630096.2,325885601.5,11255505.3
4/9/2012,314373398.2,325885601.5,11512203.3
4/10/2012,315968395.7,325885601.5,9917205.797
4/13/2012,316411380.7,325885601.5,9474220.797
4/18/2012,316361560.7,325885601.5,9524040.797
4/27/2012,315610360.7,325885601.5,10275240.8
5/1/2012,316161360.7,325885601.5,9724240.797
5/8/2012,317573100.7,325885601.5,8312500.797
5/11/2012,316688632,325885601.5,9196969.547
5/14/2012,316343779.7,325885601.5,9541821.773
5/16/2012,315587269.7,325885601.5,10298331.77
5/18/2012,314830487.2,325885601.5,11055114.27
5/23/2012,314019427.6,325885601.5,11866173.93
6/1/2012,313877077.6,325885601.5,12008523.93
6/6/2012,313438796.3,325885601.5,12446805.18
6/7/2012,313085123.2,325885601.5,12800478.31
6/11/2012,312734697,325885601.5,13150904.48
6/12/2012,313406372.1,325885601.5,12479229.41
6/13/2012,313165036,325885601.5,12720565.52
6/14/2012,312152986,325885601.5,13732615.52
6/19/2012,310859600.9,325885601.5,15026000.64
6/20/2012,309046495.2,325885601.5,16839106.32
6/29/2012,309235127.7,325885601.5,16650473.78
7/3/2012,308321337.7,325885601.5,17564263.78
7/24/2012,311447932.7,325885601.5,14437668.78
7/26/2012,311455582.7,325885601.5,14430018.78
7/27/2012,311412761.5,325885601.5,14472840.03
8/7/2012,310623387.5,325885601.5,15262214.02
8/9/2012,309955833.1,325885601.5,15929768.39
8/10/2012,309689853.1,325885601.5,16195748.39
8/17/2012,309217123.1,325885601.5,16668478.39
8/21/2012,310237204.4,325885601.5,15648397.1
8/27/2012,309563804.4,325885601.5,16321797.1
8/28/2012,309472370.4,325885601.5,16413231.1
8/30/2012,309312748,325885601.5,16572853.5
9/7/2012,308907352.7,325885601.5,16978248.8
9/11/2012,309134797.7,325885601.5,16750803.8
9/17/2012,308657012.7,325885601.5,17228588.8
9/18/2012,307515087.7,325885601.5,18370513.8
9/19/2012,305922641.5,325885601.5,19962960
9/20/2012,305334911.5,325885601.5,20550690
9/25/2012,304516841.5,325885601.5,21368760
9/26/2012,304172396.5,325885601.5,21713204.99
10/3/2012,303900185.3,325885601.5,21985416.24
10/8/2012,303508025.3,325885601.5,22377576.24
10/9/2012,302592805.1,325885601.5,23292796.42
10/19/2012,302081665.1,325885601.5,23803936.42
10/22/2012,301444059.1,325885601.5,24441542.42
10/23/2012,300155161.6,325885601.5,25730439.92
11/1/2012,299442070.9,325885601.5,26443530.62
11/2/2012,298383340.9,325885601.5,27502260.62
11/9/2012,298909227.2,325885601.5,26976374.28
11/12/2012,298279688.5,325885601.5,27605913.03
11/14/2012,298266697.5,325885601.5,27618904.02
11/15/2012,297873585.6,325885601.5,28012015.91
11/21/2012,297389113.5,325885601.5,28496488.06
11/27/2012,296836473.5,325885601.5,29049128.06
11/29/2012,296620473.5,325885601.5,29265128.06
12/3/2012,296326506.3,325885601.5,29559095.17
12/13/2012,296730298.8,325885601.5,29155302.67
12/21/2012,297536491.1,325885601.5,28349110.41
12/31/2012,297889397.6,325885601.5,27996203.95
1/3/2013,296699123,325885601.5,29186478.55
1/9/2013,296222873,325885601.5,29662728.55
1/10/2013,295609113,325885601.5,30276488.55
1/11/2013,295643938,325885601.5,30241663.55
1/14/2013,295558608,325885601.5,30326993.55
1/15/2013,296492588,325885601.5,29393013.55
1/16/2013,295793978,325885601.5,30091623.55
1/17/2013,297065924,325885601.5,28819677.55
1/18/2013,296345464,325885601.5,29540137.55
1/24/2013,295410214,325885601.5,30475387.55
1/31/2013,295968889,325885601.5,29916712.55
2/4/2013,296475326,325885601.5,29410275.54
2/6/2013,296682983.1,325885601.5,29202618.41
2/8/2013,296267733.4,325885601.5,29617868.1
2/11/2013,295740745.9,325885601.5,30144855.6
2/20/2013,295084475.9,325885601.5,30801125.6
2/25/2013,293282999,325885601.5,32602602.47
2/26/2013,292875313.9,325885601.5,33010287.59
3/1/2013,293193408.9,325885601.5,32692192.59
3/14/2013,293620361.4,325885601.5,32265240.09
3/21/2013,295597061.4,325885601.5,30288540.09
3/25/2013,295088186.6,325885601.5,30797414.87
3/27/2013,295080736.6,325885601.5,30804864.87
4/1/2013,293551351.6,325885601.5,32334249.87
4/2/2013,292883497.6,325885601.5,33002103.87
4/3/2013,293084617.6,325885601.5,32800983.87
4/4/2013,292453897.6,325885601.5,33431703.87
4/5/2013,292453543.3,325885601.5,33432058.18
4/8/2013,291726028.3,325885601.5,34159573.18
4/9/2013,292200748.3,325885601.5,33684853.18
4/18/2013,292458628.3,325885601.5,33426973.18
4/25/2013,293970988.3,325885601.5,31914613.18
4/29/2013,293458993.3,325885601.5,32426608.18
5/2/2013,293131543.3,325885601.5,32754058.18
5/6/2013,292613941.7,325885601.5,33271659.78
5/9/2013,292412301.7,325885601.5,33473299.78
5/10/2013,290588688.6,325885601.5,35296912.89
5/17/2013,290286416.1,325885601.5,35599185.39
5/20/2013,289516496.1,325885601.5,36369105.39
5/24/2013,295042542.6,325885601.5,30843058.87
5/28/2013,293890684.3,325885601.5,31994917.21
5/29/2013,293133536.3,325885601.5,32752065.17
5/31/2013,294053034,325885601.5,31832567.53
6/3/2013,293783854,325885601.5,32101747.53
6/5/2013,294163587.5,325885601.5,31722014.05
6/6/2013,299101781.6,325885601.5,26783819.94
6/18/2013,298634662.7,325885601.5,27250938.8
6/20/2013,298764462.7,325885601.5,27121138.8
6/26/2013,297738193.9,325885601.5,28147407.56
6/28/2013,296980618.9,325885601.5,28904982.56
7/1/2013,298909168.9,325885601.5,26976432.56
7/8/2013,298570168.9,325885601.5,27315432.56
7/9/2013,297859775.2,325885601.5,28025826.36
7/15/2013,297513995.2,325885601.5,28371606.36
7/22/2013,297204575.2,325885601.5,28681026.36
7/23/2013,296248595.2,325885601.5,29637006.36
7/24/2013,296031365.2,325885601.5,29854236.36
8/19/2013,295769600.2,325885601.5,30116001.36
8/26/2013,295638252.7,325885601.5,30247348.86
8/27/2013,295290942.7,325885601.5,30594658.86
8/29/2013,295094942.7,325885601.5,30790658.86
8/30/2013,294809960.4,325885601.5,31075641.15
9/5/2013,293600745.4,325885601.5,32284856.15
9/10/2013,294908125.4,325885601.5,30977476.15
9/16/2013,292931926.4,325885601.5,32953675.06
9/17/2013,293473866.4,325885601.5,32411735.06
9/18/2013,292261648.9,325885601.5,33623952.56
9/24/2013,291839789,325885601.5,34045812.5
9/25/2013,291619618.3,325885601.5,34265983.17
9/26/2013,291882935.8,325885601.5,34002665.67
9/30/2013,291653165.8,325885601.5,34232435.67
10/7/2013,291278561.8,325885601.5,34607039.67
10/15/2013,290568719.3,325885601.5,35316882.17
11/12/2013,290926844.3,325885601.5,34958757.17
11/18/2013,290271324.3,325885601.5,35614277.17
11/21/2013,289634887.9,325885601.5,36250713.57
11/25/2013,289376137.9,325885601.5,36509463.57
12/3/2013,289252338.7,325885601.5,36633262.78
12/4/2013,288889368.7,325885601.5,36996232.78
12/5/2013,288205740.8,325885601.5,37679860.66
12/10/2013,287838000.8,325885601.5,38047600.66
12/12/2013,287904015.8,325885601.5,37981585.66
12/20/2013,287473513.4,325885601.5,38412088.1
1/2/2014,286651588.4,325885601.5,39234013.1
1/3/2014,286234576.4,325885601.5,39651025.1
1/9/2014,285452686.4,325885601.5,40432915.1
1/12/2014,285121743.7,325885601.5,40763857.77
1/13/2014,285379693.7,325885601.5,40505907.77
1/22/2014,284837173.7,325885601.5,41048427.77
1/23/2014,284796328.1,325885601.5,41089273.37
1/24/2014,284333576.2,325885601.5,41552025.33
1/27/2014,283721184.2,325885601.5,42164417.27
2/3/2014,284371051.7,325885601.5,41514549.77
2/4/2014,284952226.7,325885601.5,40933374.77
2/10/2014,287404291.7,325885601.5,38481309.77
3/5/2014,286908771.7,325885601.5,38976829.77
3/7/2014,286933711.7,325885601.5,38951889.77
3/12/2014,286179467.3,325885601.5,39706134.17
3/13/2014,285522946,325885601.5,40362655.55
3/19/2014,284457537.2,325885601.5,41428064.3
3/24/2014,283844687.2,325885601.5,42040914.3
3/25/2014,283224377.2,325885601.5,42661224.3
5/2/2014,283190649.2,325885601.5,42694952.3
5/6/2014,282471470.7,325885601.5,43414130.78
5/15/2014,281549458.2,325885601.5,44336143.28
5/28/2014,281640908.2,325885601.5,44244693.28
5/29/2014,281245193.1,325885601.5,44640408.38
6/9/2014,281208761.9,325885601.5,44676839.6
6/10/2014,280892094.4,325885601.5,44993507.12
6/12/2014,279797114.2,325885601.5,46088487.32
6/13/2014,278928984.7,325885601.5,46956616.82
6/19/2014,277053615.7,325885601.5,48831985.82
7/9/2014,277026315.7,325885601.5,48859285.82
7/10/2014,276295767.2,325885601.5,49589834.29
7/14/2014,275860563.6,325885601.5,50025037.92
7/22/2014,274872182.4,325885601.5,51013419.13
7/29/2014,274601938.6,325885601.5,51283662.88
8/5/2014,274207978.6,325885601.5,51677622.88
8/6/2014,274317038.6,325885601.5,51568562.88
8/13/2014,273804878,325885601.5,52080723.48
8/18/2014,273316479.5,325885601.5,52569122.06
8/21/2014,272772264.5,325885601.5,53113337.06
8/28/2014,270970624.6,325885601.5,54914976.88
9/5/2014,270564434.6,325885601.5,55321166.88
9/9/2014,270512604.6,325885601.5,55372996.88
9/10/2014,269273918.5,325885601.5,56611683.03
9/11/2014,269011571,325885601.5,56874030.51
9/12/2014,272687144.2,325885601.5,53198457.32
9/18/2014,272116899.4,325885601.5,53768702.08
10/8/2014,273821149.4,325885601.5,52064452.08
10/14/2014,273334785.1,325885601.5,52550816.43
10/15/2014,273107745.1,325885601.5,52777856.43
10/16/2014,273961995.1,325885601.5,51923606.43
10/23/2014,274418406.2,325885601.5,51467195.31
10/25/2014,273627005.1,325885601.5,52258596.36
10/28/2014,273633993.9,325885601.5,52251607.61
10/29/2014,273642705.3,325885601.5,52242896.24
10/31/2014,271975588.5,325885601.5,53910013.01
11/3/2014,271769663.5,325885601.5,54115938.01
11/18/2014,271965613.8,325885601.5,53919987.68
11/19/2014,271237151.3,325885601.5,54648450.18
11/20/2014,272343401.3,325885601.5,53542200.18
11/24/2014,271776288.3,325885601.5,54109313.18
12/1/2014,271247088.3,325885601.5,54638513.18
12/9/2014,271656548.3,325885601.5,54229053.18
12/18/2014,270918854.2,325885601.5,54966747.34
12/30/2014,270700434.2,325885601.5,55185167.34
12/31/2014,271125919.2,325885601.5,54759682.35
1/13/2015,270668779.2,325885601.5,55216822.35
1/15/2015,272115819.2,325885601.5,53769782.35
1/26/2015,279737494.2,325885601.5,46148107.26
1/29/2015,279228144.2,325885601.5,46657457.26
1/30/2015,279166853.4,325885601.5,46718748.07
2/3/2015,284996129.4,325885601.5,40889472.07
2/6/2015,285786363.4,325885601.5,40099238.08
2/10/2015,285974638.4,325885601.5,39910963.08
2/12/2015,287219518.4,325885601.5,38666083.08
2/17/2015,292251808.4,325885601.5,33633793.08
3/16/2015,291680848.4,325885601.5,34204753.08
3/20/2015,290943065.9,325885601.5,34942535.58
3/23/2015,292553388.1,325885601.5,33332213.43
3/30/2015,291994088.1,325885601.5,33891513.43
3/31/2015,291920725.7,325885601.5,33964875.82
4/1/2015,292029580.7,325885601.5,33856020.82
4/7/2015,291575960.7,325885601.5,34309640.82
4/16/2015,291101360.7,325885601.5,34784240.82
4/17/2015,292433408.1,325885601.5,33452193.4
4/22/2015,292885194.9,325885601.5,33000406.61
4/24/2015,292438303.6,325885601.5,33447297.86
4/29/2015,294921246.5,325885601.5,30964354.99
4/30/2015,295721443.4,325885601.5,30164158.13
5/1/2015,295249885.9,325885601.5,30635715.63
5/4/2015,296395225.9,325885601.5,29490375.63
5/14/2015,295821155.9,325885601.5,30064445.63
5/19/2015,296842217.9,325885601.5,29043383.63
6/3/2015,296145016.1,325885601.5,29740585.37
6/4/2015,295663558.5,325885601.5,30222042.97
6/5/2015,296747027.9,325885601.5,29138573.6
6/9/2015,295968955.7,325885601.5,29916645.78
6/11/2015,294811036.3,325885601.5,31074565.26
6/17/2015,294687321.3,325885601.5,31198280.26
6/24/2015,296540931.3,325885601.5,29344670.26
6/25/2015,296544681.3,325885601.5,29340920.26
7/7/2015,294769449,325885601.5,31116152.51
7/13/2015,293907300.6,325885601.5,31978300.91
7/14/2015,293438183.6,325885601.5,32447417.86
8/11/2015,292620107.1,325885601.5,33265494.41
8/19/2015,293535952.1,325885601.5,32349649.41
8/20/2015,293806552.1,325885601.5,32079049.41
8/21/2015,293257885.5,325885601.5,32627716.05
8/28/2015,293756900.7,325885601.5,32128700.85
8/31/2015,295599700.7,325885601.5,30285900.85
9/11/2015,294736168.7,325885601.5,31149432.85
9/15/2015,294279803.7,325885601.5,31605797.85
10/5/2015,294361688.7,325885601.5,31523912.85
10/6/2015,294309072.6,325885601.5,31576528.87
10/8/2015,293595957.6,325885601.5,32289643.87
10/9/2015,293186812.6,325885601.5,32698788.87
10/13/2015,293665102.6,325885601.5,32220498.87
10/15/2015,293794812.6,325885601.5,32090788.87
10/21/2015,293740894,325885601.5,32144707.47
10/22/2015,292793641.7,325885601.5,33091959.85
10/29/2015,291292479.2,325885601.5,34593122.31
11/2/2015,290938276.9,325885601.5,34947324.58
11/6/2015,290697148.8,325885601.5,35188452.74
12/2/2015,290357473.8,325885601.5,35528127.74
12/3/2015,287754709.1,325885601.5,38130892.38
12/28/2015,289824869.1,325885601.5,36060732.38
12/29/2015,289217639.1,325885601.5,36667962.38
1/7/2016,287833229.1,325885601.5,38052372.38
1/11/2016,287342076.6,325885601.5,38543524.88
1/22/2016,287220059.1,325885601.5,38665542.38
1/28/2016,288911678.1,325885601.5,36973923.38
1/29/2016,287889998.4,325885601.5,37995603.07
2/4/2016,287795658.4,325885601.5,38089943.07
2/10/2016,287650158.4,325885601.5,38235443.07
2/17/2016,287052995.8,325885601.5,38832605.73
3/1/2016,286713076.4,325885601.5,39172525.1
3/2/2016,286077590.2,325885601.5,39808011.35
3/4/2016,287456820.2,325885601.5,38428781.35
3/10/2016,285568179.5,325885601.5,40317422.02
3/11/2016,285775623.1,325885601.5,40109978.41
3/24/2016,285213505.6,325885601.5,40672095.91
3/29/2016,285196254.9,325885601.5,40689346.61
4/5/2016,284809091.9,325885601.5,41076509.61
4/6/2016,285195464.9,325885601.5,40690136.63
4/7/2016,285301864.9,325885601.5,40583736.63
4/13/2016,284296504.9,325885601.5,41589096.63
4/19/2016,284244447.4,325885601.5,41641154.13
4/20/2016,284763019,325885601.5,41122582.46
4/26/2016,284179888.8,325885601.5,41705712.75
5/4/2016,283737768.3,325885601.5,42147833.21
5/18/2016,282916522,325885601.5,42969079.46
5/19/2016,282733162,325885601.5,43152439.46
5/23/2016,282125710,325885601.5,43759891.46
5/24/2016,281723910,325885601.5,44161691.46
6/8/2016,280929755,325885601.5,44955846.46
6/15/2016,280251200,325885601.5,45634401.46
6/16/2016,280360491,325885601.5,45525110.46
6/21/2016,280152801,325885601.5,45732800.46
6/22/2016,279985136.8,325885601.5,45900464.74
7/7/2016,282788001.8,325885601.5,43097599.74
7/11/2016,282821901.8,325885601.5,43063699.74
7/12/2016,283823247.5,325885601.5,42062354.02
7/15/2016,283919265,325885601.5,41966336.52
7/20/2016,283811640,325885601.5,42073961.52
7/22/2016,283218070.9,325885601.5,42667530.61
8/15/2016,282793990.9,325885601.5,43091610.61
8/22/2016,283391010.9,325885601.5,42494590.61
8/25/2016,284930488.7,325885601.5,40955112.81
8/31/2016,285187488.7,325885601.5,40698112.81
9/6/2016,284689038.9,325885601.5,41196562.65
9/12/2016,285952110.4,325885601.5,39933491.07
9/16/2016,285415143.6,325885601.5,40470457.86
9/20/2016,285249033.6,325885601.5,40636567.86
10/5/2016,284626733.8,325885601.5,41258867.75
10/6/2016,284716373.8,325885601.5,41169227.75
10/7/2016,284185034.6,325885601.5,41700566.9
10/14/2016,284612474.6,325885601.5,41273126.9
10/25/2016,284263154.6,325885601.5,41622446.9
10/26/2016,283003816,325885601.5,42881785.51
11/1/2016,282439096,325885601.5,43446505.51
11/4/2016,281997029.5,325885601.5,43888571.98
11/9/2016,282134789.3,325885601.5,43750812.22
11/25/2016,280654049.3,325885601.5,45231552.22
12/20/2016,280016009.3,325885601.5,45869592.22
12/27/2016,279479996.7,325885601.5,46405604.85
12/30/2016,285319058.2,325885601.5,40566543.29
