,cum_pnl,max_pnl,drawdown
9/11/1992,124494507.3,126740135.7,2245628.388
9/17/1992,123035676.7,126740135.7,3704459.086
9/18/1992,123508316.7,126740135.7,3231819.086
9/23/1992,122970521.7,126740135.7,3769614.086
10/2/1992,122040331.7,126740135.7,4699804.086
10/5/1992,122104861.7,126740135.7,4635274.086
10/8/1992,121694826.7,126740135.7,5045309.086
10/9/1992,124810416.7,126740135.7,1929719.086
10/16/1992,124230171.7,126740135.7,2509964.086
10/22/1992,123151581.7,126740135.7,3588554.086
10/27/1992,122264471.7,126740135.7,4475664.086
11/3/1992,121723621.7,126740135.7,5016514.086
11/5/1992,120903961.7,126740135.7,5836174.086
11/11/1992,121149279,126740135.7,5590856.764
11/17/1992,120915199,126740135.7,5824936.764
11/20/1992,120302299,126740135.7,6437836.764
11/26/1992,120841814.1,126740135.7,5898321.638
11/27/1992,120219596.4,126740135.7,6520539.37
12/4/1992,120558116.4,126740135.7,6182019.37
12/7/1992,120562203.9,126740135.7,6177931.87
12/9/1992,120635813.9,126740135.7,6104321.87
12/16/1992,120653293.9,126740135.7,6086841.87
12/21/1992,122154773.9,126740135.7,4585361.87
12/30/1992,121521778.5,126740135.7,5218357.205
1/4/1993,121159241,126740135.7,5580894.705
1/7/1993,120882881,126740135.7,5857254.705
1/11/1993,120353121,126740135.7,6387014.705
1/12/1993,120381683.6,126740135.7,6358452.09
1/25/1993,118712511.5,126740135.7,8027624.19
1/26/1993,118302036.5,126740135.7,8438099.19
1/28/1993,118034036.5,126740135.7,8706099.19
1/29/1993,123274796.5,126740135.7,3465339.19
2/4/1993,123284936.5,126740135.7,3455199.19
2/5/1993,122715346.5,126740135.7,4024789.19
2/10/1993,122065906.5,126740135.7,4674229.19
2/16/1993,121541696.5,126740135.7,5198439.19
2/17/1993,121278044.7,126740135.7,5462091.004
2/19/1993,118901994.7,126740135.7,7838141.004
2/22/1993,119100984.7,126740135.7,7639151.004
3/2/1993,118657272.2,126740135.7,8082863.504
3/12/1993,119533343.5,126740135.7,7206792.254
3/15/1993,123378143.5,126740135.7,3361992.254
3/17/1993,122698143.5,126740135.7,4041992.254
3/18/1993,122331923.5,126740135.7,4408212.254
3/22/1993,121466937.3,126740135.7,5273198.46
3/23/1993,132836592.3,132836592.3,0
3/26/1993,133297908.4,133297908.4,0
3/29/1993,132474115.9,133297908.4,823792.5
4/1/1993,131834255.9,133297908.4,1463652.5
4/2/1993,131342430.9,133297908.4,1955477.5
4/13/1993,130476510.9,133297908.4,2821397.5
4/20/1993,130902993.5,133297908.4,2394914.925
4/23/1993,130099537.7,133297908.4,3198370.704
5/4/1993,129222297.7,133297908.4,4075610.704
5/10/1993,129479087.7,133297908.4,3818820.704
5/12/1993,130833827.7,133297908.4,2464080.704
5/14/1993,130505387.7,133297908.4,2792520.704
5/18/1993,130089045.5,133297908.4,3208862.843
6/1/1993,130136565.5,133297908.4,3161342.843
6/9/1993,130687035.5,133297908.4,2610872.843
6/11/1993,131750025.5,133297908.4,1547882.843
6/16/1993,131614945.5,133297908.4,1682962.843
6/18/1993,132147688.1,133297908.4,1150220.251
6/22/1993,131651198.1,133297908.4,1646710.251
6/23/1993,130994165.6,133297908.4,2303742.751
6/30/1993,130047650.6,133297908.4,3250257.751
7/2/1993,129230440.6,133297908.4,4067467.751
7/8/1993,128731370.6,133297908.4,4566537.751
7/9/1993,128370470.6,133297908.4,4927437.751
7/22/1993,128601995.6,133297908.4,4695912.751
7/23/1993,128558939.6,133297908.4,4738968.751
7/28/1993,130567999.6,133297908.4,2729908.751
7/29/1993,129879584.8,133297908.4,3418323.6
8/5/1993,128589574.8,133297908.4,4708333.6
8/6/1993,129902074.8,133297908.4,3395833.6
8/12/1993,130320011,133297908.4,2977897.4
8/18/1993,129224551,133297908.4,4073357.4
8/19/1993,129235861,133297908.4,4062047.4
9/10/1993,128378911,133297908.4,4918997.4
9/13/1993,128799651.6,133297908.4,4498256.796
9/15/1993,130488111.4,133297908.4,2809796.966
9/21/1993,129781583.9,133297908.4,3516324.466
9/29/1993,131402143.9,133297908.4,1895764.466
10/7/1993,133713343.9,133713343.9,0
10/12/1993,133045563.9,133713343.9,667780
10/19/1993,132659463.9,133713343.9,1053880
10/25/1993,133282556.4,133713343.9,430787.5
11/1/1993,133030016.4,133713343.9,683327.5
11/4/1993,132187936.4,133713343.9,1525407.5
11/5/1993,131564961.8,133713343.9,2148382.08
11/10/1993,131079146.8,133713343.9,2634197.08
11/18/1993,131124896.8,133713343.9,2588447.08
11/22/1993,130904216.8,133713343.9,2809127.08
11/24/1993,133646296.8,133713343.9,67047.08007
12/1/1993,134527906.6,134527906.6,0
12/3/1993,134433196.6,134527906.6,94710
12/21/1993,133716962.5,134527906.6,810944.1375
12/27/1993,133426772.5,134527906.6,1101134.138
1/4/1994,132805592.5,134527906.6,1722314.138
1/6/1994,132613365.3,134527906.6,1914541.338
1/10/1994,132746706.3,134527906.6,1781200.338
1/13/1994,132150766.3,134527906.6,2377140.338
1/14/1994,132919596.5,134527906.6,1608310.168
1/19/1994,136752434,136752434,0
1/21/1994,135615974,136752434,1136460
1/26/1994,135913266.5,136752434,839167.5
1/27/1994,135310871.5,136752434,1441562.5
1/28/1994,134866599,136752434,1885835
1/31/1994,134244519,136752434,2507915
2/1/1994,135148359,136752434,1604075
2/3/1994,134129169,136752434,2623265
2/4/1994,133864989,136752434,2887445
2/10/1994,133483749,136752434,3268685
2/11/1994,133909675,136752434,2842758.931
2/23/1994,133239925,136752434,3512508.931
3/2/1994,134785165,136752434,1967268.931
3/24/1994,134176443.9,136752434,2575990.063
3/28/1994,134051723.9,136752434,2700710.063
3/30/1994,133476626.4,136752434,3275807.563
3/31/1994,133640558.4,136752434,3111875.563
4/4/1994,132995878.4,136752434,3756555.563
4/5/1994,135508213.4,136752434,1244220.563
4/11/1994,135027213.4,136752434,1725220.563
4/13/1994,135741423.4,136752434,1011010.563
4/15/1994,135239488,136752434,1512945.946
4/25/1994,136885269.3,136885269.3,0
4/29/1994,136236805.3,136885269.3,648464
5/3/1994,135704875.3,136885269.3,1180394
5/6/1994,135383775.3,136885269.3,1501494
5/10/1994,133747485.3,136885269.3,3137784
5/12/1994,133252592.3,136885269.3,3632677.002
5/16/1994,134006762.3,136885269.3,2878507.002
5/17/1994,135035372.3,136885269.3,1849897.002
5/23/1994,135657532.3,136885269.3,1227737.002
6/3/1994,134818474.2,136885269.3,2066795.008
6/7/1994,134187132.6,136885269.3,2698136.608
6/10/1994,135628371.6,136885269.3,1256897.627
6/13/1994,137433331.6,137433331.6,0
6/21/1994,137070145.9,137433331.6,363185.752
6/23/1994,137378125.9,137433331.6,55205.752
6/27/1994,136653829.4,137433331.6,779502.2236
6/28/1994,138266344.4,138266344.4,0
7/6/1994,137906386.4,138266344.4,359958
7/12/1994,138971734.7,138971734.7,0
7/13/1994,139173632.4,139173632.4,0
7/15/1994,137720452.4,139173632.4,1453180
7/19/1994,138682312.4,139173632.4,491320
7/20/1994,139398412.4,139398412.4,0
7/25/1994,138597052.4,139398412.4,801360
7/28/1994,138576449.9,139398412.4,821962.5
8/2/1994,138031109.9,139398412.4,1367302.5
8/3/1994,136996514.9,139398412.4,2401897.5
8/5/1994,136309437.3,139398412.4,3088975.1
8/10/1994,137848037.3,139398412.4,1550375.1
8/29/1994,136387087.3,139398412.4,3011325.1
9/7/1994,136079091.5,139398412.4,3319320.933
9/8/1994,135314691.5,139398412.4,4083720.933
9/12/1994,135499256.5,139398412.4,3899155.933
9/30/1994,136008016.5,139398412.4,3390395.933
10/10/1994,135487420.9,139398412.4,3910991.525
10/12/1994,134893200.7,139398412.4,4505211.724
10/13/1994,135235820.7,139398412.4,4162591.724
10/18/1994,135615460.7,139398412.4,3782951.724
10/20/1994,136279380.7,139398412.4,3119031.724
10/26/1994,137691930.7,139398412.4,1706481.724
11/2/1994,137119649.1,139398412.4,2278763.324
11/7/1994,136315009.1,139398412.4,3083403.324
11/9/1994,137028954.1,139398412.4,2369458.324
11/15/1994,136633284.1,139398412.4,2765128.324
11/16/1994,135819736.6,139398412.4,3578675.824
11/18/1994,135383686.6,139398412.4,4014725.824
11/25/1994,135484531.6,139398412.4,3913880.824
12/2/1994,135531330.7,139398412.4,3867081.694
12/8/1994,136341650.7,139398412.4,3056761.694
12/15/1994,137118230.7,139398412.4,2280181.694
12/19/1994,136515030.7,139398412.4,2883381.694
12/20/1994,136105499.5,139398412.4,3292912.914
12/21/1994,135365374.5,139398412.4,4033037.914
12/28/1994,134918354.5,139398412.4,4480057.914
12/30/1994,134479686.3,139398412.4,4918726.114
1/3/1995,133790374.3,139398412.4,5608038.114
1/6/1995,134497174.3,139398412.4,4901238.114
1/11/1995,133771974.3,139398412.4,5626438.114
1/12/1995,132902464.3,139398412.4,6495948.114
1/17/1995,132094624.3,139398412.4,7303788.114
1/30/1995,131293058.9,139398412.4,8105353.534
2/1/1995,132629466.4,139398412.4,6768946.034
2/2/1995,132790206.4,139398412.4,6608206.034
2/6/1995,132286449,139398412.4,7111963.399
2/24/1995,131659124,139398412.4,7739288.399
3/1/1995,130947644,139398412.4,8450768.399
3/6/1995,130805734,139398412.4,8592678.399
3/7/1995,129925414,139398412.4,9472998.399
3/10/1995,131029194,139398412.4,8369218.399
3/13/1995,130880199,139398412.4,8518213.399
3/16/1995,131051279,139398412.4,8347133.399
3/20/1995,131182319,139398412.4,8216093.399
3/24/1995,136045619,139398412.4,3352793.399
3/28/1995,137975150.2,139398412.4,1423262.243
4/5/1995,137200520.2,139398412.4,2197892.243
4/12/1995,136711198.4,139398412.4,2687213.993
4/17/1995,136627093.4,139398412.4,2771318.993
4/19/1995,135844698.4,139398412.4,3553713.993
4/21/1995,135776648.4,139398412.4,3621763.993
4/26/1995,136439880.9,139398412.4,2958531.493
5/8/1995,135668000.9,139398412.4,3730411.493
5/9/1995,134874720.9,139398412.4,4523691.493
5/11/1995,134390185.9,139398412.4,5008226.493
5/12/1995,136996136.7,139398412.4,2402275.668
5/25/1995,137006996.7,139398412.4,2391415.668
5/26/1995,136390332.1,139398412.4,3008080.268
5/30/1995,135657612.1,139398412.4,3740800.268
6/7/1995,136459182.1,139398412.4,2939230.268
6/9/1995,140620039.4,140620039.4,0
6/22/1995,142818125.4,142818125.4,0
6/23/1995,143120036.7,143120036.7,0
6/26/1995,145779257.4,145779257.4,0
6/30/1995,145244627.4,145779257.4,534630
7/6/1995,143861402.5,145779257.4,1917854.96
7/12/1995,143432697.5,145779257.4,2346559.96
7/13/1995,142917087.5,145779257.4,2862169.96
7/19/1995,142218587.5,145779257.4,3560669.96
7/31/1995,141183532.5,145779257.4,4595724.96
8/2/1995,138784865.5,145779257.4,6994391.96
8/4/1995,140225745.5,145779257.4,5553511.96
8/7/1995,139520565.5,145779257.4,6258691.96
8/15/1995,139684671.8,145779257.4,6094585.641
8/17/1995,138657896.8,145779257.4,7121360.641
8/18/1995,138282621.8,145779257.4,7496635.641
9/7/1995,137922821.8,145779257.4,7856435.641
9/13/1995,137411321.8,145779257.4,8367935.641
9/20/1995,137336989.3,145779257.4,8442268.141
9/21/1995,138770176.7,145779257.4,7009080.785
9/25/1995,138908889.8,145779257.4,6870367.623
9/27/1995,138793289.1,145779257.4,6985968.373
9/28/1995,139747389.1,145779257.4,6031868.373
10/6/1995,139559824.1,145779257.4,6219433.373
10/11/1995,138368374.1,145779257.4,7410883.373
10/19/1995,137693404.1,145779257.4,8085853.373
10/20/1995,136605084.1,145779257.4,9174173.373
10/26/1995,140907656.6,145779257.4,4871600.873
10/27/1995,140438219,145779257.4,5341038.45
11/1/1995,140053919,145779257.4,5725338.45
11/9/1995,139494439,145779257.4,6284818.45
11/10/1995,139054399,145779257.4,6724858.45
11/15/1995,140004654,145779257.4,5774603.45
11/16/1995,139226604,145779257.4,6552653.45
11/28/1995,138676204,145779257.4,7103053.45
12/1/1995,140517331.8,145779257.4,5261925.605
12/11/1995,140656531.8,145779257.4,5122725.605
12/18/1995,141001366.8,145779257.4,4777890.605
12/19/1995,140827556.2,145779257.4,4951701.235
12/22/1995,143031836.2,145779257.4,2747421.235
12/28/1995,143122956.2,145779257.4,2656301.235
1/2/1996,142525576.2,145779257.4,3253681.235
1/3/1996,142369038.8,145779257.4,3410218.682
1/4/1996,141468138.8,145779257.4,4311118.682
1/5/1996,143506736.3,145779257.4,2272521.182
1/8/1996,145177551.3,145779257.4,601706.1821
1/9/1996,144585951.3,145779257.4,1193306.182
1/11/1996,143133742.5,145779257.4,2645514.982
1/19/1996,142796662.5,145779257.4,2982594.982
1/23/1996,144023413.7,145779257.4,1755843.78
1/29/1996,143125588.7,145779257.4,2653668.79
1/31/1996,143752999.9,145779257.4,2026257.523
2/1/1996,142998449.9,145779257.4,2780807.523
2/5/1996,143183694.9,145779257.4,2595562.523
2/7/1996,142571694.9,145779257.4,3207562.523
2/9/1996,143120874.9,145779257.4,2658382.523
2/14/1996,142805374.9,145779257.4,2973882.523
2/19/1996,142003508.3,145779257.4,3775749.167
2/20/1996,141564675.8,145779257.4,4214581.667
2/21/1996,141334468.5,145779257.4,4444788.925
2/22/1996,140865748.5,145779257.4,4913508.925
2/26/1996,140080816,145779257.4,5698441.425
3/11/1996,139804473.1,145779257.4,5974784.34
4/16/1996,140685057.5,145779257.4,5094199.94
4/26/1996,139654755.6,145779257.4,6124501.859
4/30/1996,145113665.6,145779257.4,665591.8585
5/2/1996,145422383.6,145779257.4,356873.8248
5/3/1996,144880781.1,145779257.4,898476.3078
5/7/1996,144490111.9,145779257.4,1289145.565
5/8/1996,144135916.9,145779257.4,1643340.565
5/16/1996,145540396.9,145779257.4,238860.5646
5/17/1996,143732281.9,145779257.4,2046975.565
5/20/1996,143363881.9,145779257.4,2415375.565
5/29/1996,143173831.9,145779257.4,2605425.565
6/6/1996,143275477.1,145779257.4,2503780.384
6/11/1996,142513357.1,145779257.4,3265900.384
6/27/1996,142647652.1,145779257.4,3131605.384
7/1/1996,141960052.1,145779257.4,3819205.384
7/5/1996,141702989.6,145779257.4,4076267.884
7/8/1996,141102579.1,145779257.4,4676678.365
7/11/1996,142586769.1,145779257.4,3192488.365
7/15/1996,142992174.1,145779257.4,2787083.365
7/16/1996,142390594.1,145779257.4,3388663.365
7/17/1996,142516406.6,145779257.4,3262850.865
7/18/1996,141957446.6,145779257.4,3821810.865
7/31/1996,142435286.6,145779257.4,3343970.865
8/1/1996,141154920.5,145779257.4,4624336.969
8/5/1996,141266440.5,145779257.4,4512816.969
8/6/1996,140866480.5,145779257.4,4912776.969
8/12/1996,140248925.5,145779257.4,5530331.969
8/13/1996,141455125.5,145779257.4,4324131.969
8/19/1996,141727925.5,145779257.4,4051331.969
8/22/1996,141244684.8,145779257.4,4534572.664
9/4/1996,141223223.5,145779257.4,4556033.934
9/6/1996,140626876,145779257.4,5152381.434
9/11/1996,141720418,145779257.4,4058839.434
9/13/1996,140979326.7,145779257.4,4799930.719
9/17/1996,140278226.7,145779257.4,5501030.719
9/18/1996,140097490.8,145779257.4,5681766.689
9/27/1996,139374490.8,145779257.4,6404766.689
9/30/1996,138694590.8,145779257.4,7084666.689
10/8/1996,138508388.3,145779257.4,7270869.189
10/16/1996,138701542.8,145779257.4,7077714.633
10/22/1996,138701542.8,145779257.4,7077714.633
10/30/1996,138452633.3,145779257.4,7326624.132
10/31/1996,139871473.3,145779257.4,5907784.132
11/1/1996,140023002.3,145779257.4,5756255.144
11/7/1996,140850262.3,145779257.4,4928995.144
11/11/1996,140936212.3,145779257.4,4843045.144
11/13/1996,141388822.3,145779257.4,4390435.144
11/15/1996,141512667.3,145779257.4,4266590.144
11/18/1996,141005412.3,145779257.4,4773845.144
11/19/1996,140732496.3,145779257.4,5046761.144
11/25/1996,141794661.3,145779257.4,3984596.144
12/3/1996,143358101.3,145779257.4,2421156.144
12/5/1996,142891481.3,145779257.4,2887776.144
12/6/1996,142517379.8,145779257.4,3261877.621
12/9/1996,143089067.9,145779257.4,2690189.535
12/11/1996,144428950.1,145779257.4,1350307.385
12/12/1996,145261817.6,145779257.4,517439.8852
12/27/1996,144088177.6,145779257.4,1691079.885
1/2/1997,144134887.6,145779257.4,1644369.885
1/7/1997,144099230.1,145779257.4,1680027.385
1/10/1997,143793035.1,145779257.4,1986222.385
1/14/1997,143058015.1,145779257.4,2721242.385
1/15/1997,144309060.1,145779257.4,1470197.382
1/24/1997,142755618.5,145779257.4,3023638.982
1/29/1997,142697020.3,145779257.4,3082237.177
1/30/1997,142111660.3,145779257.4,3667597.177
2/4/1997,143892780.3,145779257.4,1886477.177
2/12/1997,144928940.3,145779257.4,850317.1773
2/20/1997,147776340.3,147776340.3,0
2/21/1997,147408622.8,147776340.3,367717.5
2/25/1997,146769022.8,147776340.3,1007317.5
2/27/1997,148519050.3,148519050.3,0
3/5/1997,150818600.3,150818600.3,0
3/7/1997,150146798.1,150818600.3,671802.1912
3/12/1997,149710218.1,150818600.3,1108382.191
3/17/1997,148952096,150818600.3,1866504.227
3/18/1997,152699703.5,152699703.5,0
3/19/1997,151887257.5,152699703.5,812446.0846
3/20/1997,152647323.5,152699703.5,52380.06983
3/26/1997,152142693.5,152699703.5,557010.0698
4/1/1997,151346053.5,152699703.5,1353650.07
4/4/1997,149941623.5,152699703.5,2758080.07
4/7/1997,150181323.5,152699703.5,2518380.07
4/11/1997,151774733.5,152699703.5,924970.0698
4/18/1997,151211059.3,152699703.5,1488644.243
4/30/1997,151024348,152699703.5,1675355.493
5/2/1997,151420348,152699703.5,1279355.493
5/5/1997,150910048,152699703.5,1789655.493
5/8/1997,150724670.5,152699703.5,1975032.993
5/9/1997,151173860.5,152699703.5,1525842.993
5/12/1997,150069652.3,152699703.5,2630051.193
5/22/1997,149681712.6,152699703.5,3017990.972
5/23/1997,149106072.6,152699703.5,3593630.972
6/2/1997,149558919.9,152699703.5,3140783.597
6/13/1997,150740169.9,152699703.5,1959533.597
6/16/1997,150452957.9,152699703.5,2246745.597
6/18/1997,150019307.9,152699703.5,2680395.597
6/20/1997,149501169.5,152699703.5,3198534.051
6/24/1997,149540329.5,152699703.5,3159374.051
6/25/1997,149496729.5,152699703.5,3202974.051
7/2/1997,149035749.5,152699703.5,3663954.051
7/3/1997,148182729.5,152699703.5,4516974.051
7/7/1997,148035655.4,152699703.5,4664048.184
7/14/1997,147773537.9,152699703.5,4926165.684
7/18/1997,148704277.9,152699703.5,3995425.684
7/22/1997,148285037.9,152699703.5,4414665.684
7/28/1997,147673712.9,152699703.5,5025990.684
7/30/1997,146918724.1,152699703.5,5780979.484
7/31/1997,147314004.1,152699703.5,5385699.484
8/5/1997,146867671.3,152699703.5,5832032.234
8/7/1997,147356871.1,152699703.5,5342832.435
8/15/1997,148136789.1,152699703.5,4562914.397
8/18/1997,147216089.1,152699703.5,5483614.397
8/20/1997,147377589.1,152699703.5,5322114.397
8/26/1997,146964869.1,152699703.5,5734834.397
9/8/1997,146423909.1,152699703.5,6275794.397
9/24/1997,145959093.1,152699703.5,6740610.397
10/1/1997,145415433.1,152699703.5,7284270.397
10/7/1997,147275603.1,152699703.5,5424100.397
10/9/1997,148197848.5,152699703.5,4501855.065
10/10/1997,148872323.5,152699703.5,3827380.065
10/15/1997,148798298.5,152699703.5,3901405.065
10/21/1997,147945548.5,152699703.5,4754155.065
10/23/1997,147419439.8,152699703.5,5280263.694
10/24/1997,146746239.8,152699703.5,5953463.694
10/27/1997,145369339.8,152699703.5,7330363.694
10/29/1997,144416829.8,152699703.5,8282873.694
10/30/1997,143955726.9,152699703.5,8743976.68
11/3/1997,143678006.9,152699703.5,9021696.68
11/4/1997,143311046.9,152699703.5,9388656.68
11/10/1997,143204449.4,152699703.5,9495254.18
11/14/1997,141851174.4,152699703.5,10848529.18
11/17/1997,142823513.2,152699703.5,9876190.375
11/28/1997,142567733.2,152699703.5,10131970.38
12/4/1997,142101863.2,152699703.5,10597840.38
12/17/1997,143558513.2,152699703.5,9141190.375
12/24/1997,144657143.2,152699703.5,8042560.375
1/2/1998,145283223.2,152699703.5,7416480.375
1/6/1998,146908263.2,152699703.5,5791440.375
1/9/1998,146264098.4,152699703.5,6435605.129
1/14/1998,145718873.4,152699703.5,6980830.129
1/16/1998,145069998.9,152699703.5,7629704.653
1/20/1998,145626598.9,152699703.5,7073104.653
1/23/1998,146431493.9,152699703.5,6268209.653
1/26/1998,148597429.3,152699703.5,4102274.253
1/27/1998,149175589.3,152699703.5,3524114.253
1/28/1998,149378623.3,152699703.5,3321080.253
2/5/1998,151251873.3,152699703.5,1447830.253
2/9/1998,150833553.3,152699703.5,1866150.253
2/18/1998,150664098.3,152699703.5,2035605.253
